sim_idx,partition,event_type,event_target,is_fault
2340,optimization,flt_2ph_shc,MainLn3-4,True
2341,evaluation,flt_2ph_shc,MainLn3-4,True
2342,monitoring,flt_2ph_shc,MainLn3-4,True
2343,monitoring,flt_2ph_shc,MainLn3-4,True
2344,optimization,flt_2ph_shc,MainLn3-8,True
2345,optimization,flt_2ph_shc,MainLn3-8,True
2346,optimization,flt_2ph_shc,MainLn3-8,True
2347,optimization,flt_2ph_shc,MainLn3-8,True
2348,monitoring,flt_2ph_shc,MainLn3-8,True
2349,optimization,flt_2ph_shc,MainLn4-11,True
2350,optimization,flt_2ph_shc,MainLn4-11,True
2351,monitoring,flt_2ph_shc,MainLn4-11,True
2352,optimization,flt_2ph_shc,MainLn4-11,True
2353,optimization,flt_2ph_shc,MainLn4-11,True
2354,monitoring,flt_2ph_shc,MainLn4-5,True
2355,optimization,flt_2ph_shc,MainLn4-5,True
2356,optimization,flt_2ph_shc,MainLn4-5,True
2357,optimization,flt_2ph_shc,MainLn4-5,True
2358,optimization,flt_2ph_shc,MainLn4-5,True
2359,optimization,flt_2ph_shc,MainLn5-6,True
2360,optimization,flt_2ph_shc,MainLn5-6,True
2361,optimization,flt_2ph_shc,MainLn5-6,True
2362,optimization,flt_2ph_shc,MainLn5-6,True
2363,optimization,flt_2ph_shc,MainLn5-6,True
2364,optimization,flt_2ph_shc,MainLn6-7,True
2365,optimization,flt_2ph_shc,MainLn6-7,True
2366,monitoring,flt_2ph_shc,MainLn6-7,True
2367,optimization,flt_2ph_shc,MainLn6-7,True
2368,optimization,flt_2ph_shc,MainLn6-7,True
2369,optimization,flt_2ph_shc,MainLn7-8,True
2370,optimization,flt_2ph_shc,MainLn7-8,True
2371,optimization,flt_2ph_shc,MainLn7-8,True
2372,optimization,flt_2ph_shc,MainLn7-8,True
2373,optimization,flt_2ph_shc,MainLn7-8,True
2374,evaluation,flt_2ph_shc,MainLn8-14,True
2375,optimization,flt_2ph_shc,MainLn8-14,True
2376,optimization,flt_2ph_shc,MainLn8-14,True
2377,optimization,flt_2ph_shc,MainLn8-14,True
2378,optimization,flt_2ph_shc,MainLn8-14,True
2379,optimization,flt_2ph_shc,MainLn8-9,True
2380,optimization,flt_2ph_shc,MainLn8-9,True
2381,optimization,flt_2ph_shc,MainLn8-9,True
2382,optimization,flt_2ph_shc,MainLn8-9,True
2383,optimization,flt_2ph_shc,MainLn8-9,True
2384,optimization,flt_2ph_shc,MainLn9-10,True
2385,optimization,flt_2ph_shc,MainLn9-10,True
2386,optimization,flt_2ph_shc,MainLn9-10,True
2387,optimization,flt_2ph_shc,MainLn9-10,True
2388,evaluation,flt_2ph_shc,MainLn9-10,True
2389,optimization,flt_2ph_shc,MainBus1,True
2390,monitoring,flt_2ph_shc,MainBus10,True
2391,optimization,flt_2ph_shc,MainBus11,True
2392,optimization,flt_2ph_shc,MainBus12,True
2393,optimization,flt_2ph_shc,MainBus13,True
2394,monitoring,flt_2ph_shc,MainBus14,True
2395,optimization,flt_2ph_shc,MainBus2,True
2396,optimization,flt_2ph_shc,MainBus3,True
2397,optimization,flt_2ph_shc,MainBus4,True
2398,optimization,flt_2ph_shc,MainBus5,True
2399,evaluation,flt_2ph_shc,MainBus6,True
2400,optimization,flt_2ph_shc,MainBus7,True
2401,optimization,flt_2ph_shc,MainBus8,True
2402,optimization,flt_2ph_shc,MainBus9,True
2403,optimization,flt_2phg_shc,MainLn1-2,True
2404,evaluation,flt_2phg_shc,MainLn1-2,True
2405,optimization,flt_2phg_shc,MainLn1-2,True
2406,optimization,flt_2phg_shc,MainLn1-2,True
2407,optimization,flt_2phg_shc,MainLn1-2,True
2408,optimization,flt_2phg_shc,MainLn10-11,True
2409,optimization,flt_2phg_shc,MainLn10-11,True
2410,optimization,flt_2phg_shc,MainLn10-11,True
2411,monitoring,flt_2phg_shc,MainLn10-11,True
2412,optimization,flt_2phg_shc,MainLn10-11,True
2413,optimization,flt_2phg_shc,MainLn12-13,True
2414,optimization,flt_2phg_shc,MainLn12-13,True
2415,optimization,flt_2phg_shc,MainLn12-13,True
2416,optimization,flt_2phg_shc,MainLn12-13,True
2417,optimization,flt_2phg_shc,MainLn12-13,True
2418,optimization,flt_2phg_shc,MainLn13-14,True
2419,optimization,flt_2phg_shc,MainLn13-14,True
2420,optimization,flt_2phg_shc,MainLn13-14,True
2421,optimization,flt_2phg_shc,MainLn13-14,True
2422,optimization,flt_2phg_shc,MainLn13-14,True
2423,optimization,flt_2phg_shc,MainLn2-3,True
2424,monitoring,flt_2phg_shc,MainLn2-3,True
2425,optimization,flt_2phg_shc,MainLn2-3,True
2426,optimization,flt_2phg_shc,MainLn2-3,True
2427,optimization,flt_2phg_shc,MainLn2-3,True
2428,monitoring,flt_2phg_shc,MainLn3-4,True
2429,optimization,flt_2phg_shc,MainLn3-4,True
2430,monitoring,flt_2phg_shc,MainLn3-4,True
2431,optimization,flt_2phg_shc,MainLn3-4,True
2432,optimization,flt_2phg_shc,MainLn3-4,True
2433,optimization,flt_2phg_shc,MainLn3-8,True
2434,optimization,flt_2phg_shc,MainLn3-8,True
2435,optimization,flt_2phg_shc,MainLn3-8,True
2436,optimization,flt_2phg_shc,MainLn3-8,True
2437,optimization,flt_2phg_shc,MainLn3-8,True
2438,optimization,flt_2phg_shc,MainLn4-11,True
2439,optimization,flt_2phg_shc,MainLn4-11,True
2440,optimization,flt_2phg_shc,MainLn4-11,True
2441,optimization,flt_2phg_shc,MainLn4-11,True
2442,optimization,flt_2phg_shc,MainLn4-11,True
2443,optimization,flt_2phg_shc,MainLn4-5,True
2444,optimization,flt_2phg_shc,MainLn4-5,True
2445,optimization,flt_2phg_shc,MainLn4-5,True
2446,evaluation,flt_2phg_shc,MainLn4-5,True
2447,optimization,flt_2phg_shc,MainLn4-5,True
2448,optimization,flt_2phg_shc,MainLn5-6,True
2449,optimization,flt_2phg_shc,MainLn5-6,True
2450,evaluation,flt_2phg_shc,MainLn5-6,True
2451,optimization,flt_2phg_shc,MainLn5-6,True
2452,optimization,flt_2phg_shc,MainLn5-6,True
2453,optimization,flt_2phg_shc,MainLn6-7,True
2454,optimization,flt_2phg_shc,MainLn6-7,True
2455,optimization,flt_2phg_shc,MainLn6-7,True
2456,optimization,flt_2phg_shc,MainLn6-7,True
2457,optimization,flt_2phg_shc,MainLn6-7,True
2458,optimization,flt_2phg_shc,MainLn7-8,True
2459,optimization,flt_2phg_shc,MainLn7-8,True
2460,optimization,flt_2phg_shc,MainLn7-8,True
2461,optimization,flt_2phg_shc,MainLn7-8,True
2462,optimization,flt_2phg_shc,MainLn7-8,True
2463,optimization,flt_2phg_shc,MainLn8-14,True
2464,optimization,flt_2phg_shc,MainLn8-14,True
2465,optimization,flt_2phg_shc,MainLn8-14,True
2466,optimization,flt_2phg_shc,MainLn8-14,True
2467,optimization,flt_2phg_shc,MainLn8-14,True
2468,monitoring,flt_2phg_shc,MainLn8-9,True
2469,optimization,flt_2phg_shc,MainLn8-9,True
2470,optimization,flt_2phg_shc,MainLn8-9,True
2471,optimization,flt_2phg_shc,MainLn8-9,True
2472,optimization,flt_2phg_shc,MainLn8-9,True
2473,optimization,flt_2phg_shc,MainLn9-10,True
2474,optimization,flt_2phg_shc,MainLn9-10,True
2475,optimization,flt_2phg_shc,MainLn9-10,True
2476,optimization,flt_2phg_shc,MainLn9-10,True
2477,optimization,flt_2phg_shc,MainLn9-10,True
2478,evaluation,flt_2phg_shc,MainBus1,True
2479,optimization,flt_2phg_shc,MainBus10,True
2480,evaluation,flt_2phg_shc,MainBus11,True
2481,monitoring,flt_2phg_shc,MainBus12,True
2482,optimization,flt_2phg_shc,MainBus13,True
2483,evaluation,flt_2phg_shc,MainBus14,True
2484,evaluation,flt_2phg_shc,MainBus2,True
2485,optimization,flt_2phg_shc,MainBus3,True
2486,optimization,flt_2phg_shc,MainBus4,True
2487,optimization,flt_2phg_shc,MainBus5,True
2488,optimization,flt_2phg_shc,MainBus6,True
2489,optimization,flt_2phg_shc,MainBus7,True
2490,optimization,flt_2phg_shc,MainBus8,True
2491,optimization,flt_2phg_shc,MainBus9,True
2492,optimization,flt_2phg_shc,MainLn1-2,True
2493,optimization,flt_2phg_shc,MainLn1-2,True
2494,optimization,flt_2phg_shc,MainLn1-2,True
2495,optimization,flt_2phg_shc,MainLn1-2,True
2496,monitoring,flt_2phg_shc,MainLn1-2,True
2497,optimization,flt_2phg_shc,MainLn10-11,True
2498,optimization,flt_2phg_shc,MainLn10-11,True
2499,optimization,flt_2phg_shc,MainLn10-11,True
2500,optimization,flt_2phg_shc,MainLn10-11,True
2501,optimization,flt_2phg_shc,MainLn10-11,True
2502,optimization,flt_2phg_shc,MainLn12-13,True
2503,optimization,flt_2phg_shc,MainLn12-13,True
2504,optimization,flt_2phg_shc,MainLn12-13,True
2505,optimization,flt_2phg_shc,MainLn12-13,True
2506,optimization,flt_2phg_shc,MainLn12-13,True
2507,optimization,flt_2phg_shc,MainLn13-14,True
2508,optimization,flt_2phg_shc,MainLn13-14,True
2509,evaluation,flt_2phg_shc,MainLn13-14,True
2510,optimization,flt_2phg_shc,MainLn13-14,True
2511,optimization,flt_2phg_shc,MainLn13-14,True
2512,optimization,flt_2phg_shc,MainLn2-3,True
2513,optimization,flt_2phg_shc,MainLn2-3,True
2514,optimization,flt_2phg_shc,MainLn2-3,True
2515,optimization,flt_2phg_shc,MainLn2-3,True
2516,monitoring,flt_2phg_shc,MainLn2-3,True
2517,optimization,flt_2phg_shc,MainLn3-4,True
2518,optimization,flt_2phg_shc,MainLn3-4,True
2519,optimization,flt_2phg_shc,MainLn3-4,True
2520,optimization,flt_2phg_shc,MainLn3-4,True
2521,optimization,flt_2phg_shc,MainLn3-4,True
2522,monitoring,flt_2phg_shc,MainLn3-8,True
2523,optimization,flt_2phg_shc,MainLn3-8,True
2524,optimization,flt_2phg_shc,MainLn3-8,True
2525,optimization,flt_2phg_shc,MainLn3-8,True
2526,monitoring,flt_2phg_shc,MainLn3-8,True
2527,optimization,flt_2phg_shc,MainLn4-11,True
2528,optimization,flt_2phg_shc,MainLn4-11,True
2529,optimization,flt_2phg_shc,MainLn4-11,True
2530,optimization,flt_2phg_shc,MainLn4-11,True
2531,optimization,flt_2phg_shc,MainLn4-11,True
2532,optimization,flt_2phg_shc,MainLn4-5,True
2533,optimization,flt_2phg_shc,MainLn4-5,True
2534,optimization,flt_2phg_shc,MainLn4-5,True
2535,optimization,flt_2phg_shc,MainLn4-5,True
2536,optimization,flt_2phg_shc,MainLn4-5,True
2537,optimization,flt_2phg_shc,MainLn5-6,True
2538,optimization,flt_2phg_shc,MainLn5-6,True
2539,optimization,flt_2phg_shc,MainLn5-6,True
2540,optimization,flt_2phg_shc,MainLn5-6,True
2541,optimization,flt_2phg_shc,MainLn5-6,True
2542,optimization,flt_2phg_shc,MainLn6-7,True
2543,monitoring,flt_2phg_shc,MainLn6-7,True
2544,optimization,flt_2phg_shc,MainLn6-7,True
2545,optimization,flt_2phg_shc,MainLn6-7,True
2546,optimization,flt_2phg_shc,MainLn6-7,True
2547,monitoring,flt_2phg_shc,MainLn7-8,True
2548,optimization,flt_2phg_shc,MainLn7-8,True
2549,optimization,flt_2phg_shc,MainLn7-8,True
2550,optimization,flt_2phg_shc,MainLn7-8,True
2551,optimization,flt_2phg_shc,MainLn7-8,True
2552,monitoring,flt_2phg_shc,MainLn8-14,True
2553,monitoring,flt_2phg_shc,MainLn8-14,True
2554,optimization,flt_2phg_shc,MainLn8-14,True
2555,optimization,flt_2phg_shc,MainLn8-14,True
2556,optimization,flt_2phg_shc,MainLn8-14,True
2557,optimization,flt_2phg_shc,MainLn8-9,True
2558,monitoring,flt_2phg_shc,MainLn8-9,True
2559,optimization,flt_2phg_shc,MainLn8-9,True
2560,optimization,flt_2phg_shc,MainLn8-9,True
2561,optimization,flt_2phg_shc,MainLn8-9,True
2562,evaluation,flt_2phg_shc,MainLn9-10,True
2563,optimization,flt_2phg_shc,MainLn9-10,True
2564,evaluation,flt_2phg_shc,MainLn9-10,True
2565,optimization,flt_2phg_shc,MainLn9-10,True
2566,optimization,flt_2phg_shc,MainLn9-10,True
2567,optimization,flt_2phg_shc,MainBus1,True
2568,optimization,flt_2phg_shc,MainBus10,True
2569,optimization,flt_2phg_shc,MainBus11,True
2570,optimization,flt_2phg_shc,MainBus12,True
2571,optimization,flt_2phg_shc,MainBus13,True
2572,optimization,flt_2phg_shc,MainBus14,True
2573,optimization,flt_2phg_shc,MainBus2,True
2574,optimization,flt_2phg_shc,MainBus3,True
2575,optimization,flt_2phg_shc,MainBus4,True
2576,optimization,flt_2phg_shc,MainBus5,True
2577,optimization,flt_2phg_shc,MainBus6,True
2578,optimization,flt_2phg_shc,MainBus7,True
2579,optimization,flt_2phg_shc,MainBus8,True
2580,optimization,flt_2phg_shc,MainBus9,True
2581,monitoring,flt_2phg_shc,MainLn1-2,True
2582,optimization,flt_2phg_shc,MainLn1-2,True
2583,optimization,flt_2phg_shc,MainLn1-2,True
2584,evaluation,flt_2phg_shc,MainLn1-2,True
2585,optimization,flt_2phg_shc,MainLn1-2,True
2586,monitoring,flt_2phg_shc,MainLn10-11,True
2587,optimization,flt_2phg_shc,MainLn10-11,True
2588,optimization,flt_2phg_shc,MainLn10-11,True
2589,evaluation,flt_2phg_shc,MainLn10-11,True
2590,optimization,flt_2phg_shc,MainLn10-11,True
2591,evaluation,flt_2phg_shc,MainLn12-13,True
2592,optimization,flt_2phg_shc,MainLn12-13,True
2593,optimization,flt_2phg_shc,MainLn12-13,True
2594,optimization,flt_2phg_shc,MainLn12-13,True
2595,optimization,flt_2phg_shc,MainLn12-13,True
2596,optimization,flt_2phg_shc,MainLn13-14,True
2597,optimization,flt_2phg_shc,MainLn13-14,True
2598,optimization,flt_2phg_shc,MainLn13-14,True
2599,optimization,flt_2phg_shc,MainLn13-14,True
2600,optimization,flt_2phg_shc,MainLn13-14,True
2601,optimization,flt_2phg_shc,MainLn2-3,True
2602,optimization,flt_2phg_shc,MainLn2-3,True
2603,optimization,flt_2phg_shc,MainLn2-3,True
2604,monitoring,flt_2phg_shc,MainLn2-3,True
2605,optimization,flt_2phg_shc,MainLn2-3,True
2606,optimization,flt_2phg_shc,MainLn3-4,True
2607,evaluation,flt_2phg_shc,MainLn3-4,True
2608,optimization,flt_2phg_shc,MainLn3-4,True
2609,optimization,flt_2phg_shc,MainLn3-4,True
2610,optimization,flt_2phg_shc,MainLn3-4,True
2611,monitoring,flt_2phg_shc,MainLn3-8,True
2612,monitoring,flt_2phg_shc,MainLn3-8,True
2613,optimization,flt_2phg_shc,MainLn3-8,True
2614,optimization,flt_2phg_shc,MainLn3-8,True
2615,optimization,flt_2phg_shc,MainLn3-8,True
2616,optimization,flt_2phg_shc,MainLn4-11,True
2617,optimization,flt_2phg_shc,MainLn4-11,True
2618,optimization,flt_2phg_shc,MainLn4-11,True
2619,optimization,flt_2phg_shc,MainLn4-11,True
2620,optimization,flt_2phg_shc,MainLn4-11,True
2621,optimization,flt_2phg_shc,MainLn4-5,True
2622,optimization,flt_2phg_shc,MainLn4-5,True
2623,monitoring,flt_2phg_shc,MainLn4-5,True
2624,optimization,flt_2phg_shc,MainLn4-5,True
2625,optimization,flt_2phg_shc,MainLn4-5,True
2626,optimization,flt_2phg_shc,MainLn5-6,True
2627,optimization,flt_2phg_shc,MainLn5-6,True
2628,optimization,flt_2phg_shc,MainLn5-6,True
2629,optimization,flt_2phg_shc,MainLn5-6,True
2630,optimization,flt_2phg_shc,MainLn5-6,True
2631,optimization,flt_2phg_shc,MainLn6-7,True
2632,optimization,flt_2phg_shc,MainLn6-7,True
2633,optimization,flt_2phg_shc,MainLn6-7,True
2634,optimization,flt_2phg_shc,MainLn6-7,True
2635,optimization,flt_2phg_shc,MainLn6-7,True
2636,optimization,flt_2phg_shc,MainLn7-8,True
2637,monitoring,flt_2phg_shc,MainLn7-8,True
2638,optimization,flt_2phg_shc,MainLn7-8,True
2639,monitoring,flt_2phg_shc,MainLn7-8,True
2640,optimization,flt_2phg_shc,MainLn7-8,True
2641,optimization,flt_2phg_shc,MainLn8-14,True
2642,monitoring,flt_2phg_shc,MainLn8-14,True
2643,optimization,flt_2phg_shc,MainLn8-14,True
2644,optimization,flt_2phg_shc,MainLn8-14,True
2645,optimization,flt_2phg_shc,MainLn8-14,True
2646,optimization,flt_2phg_shc,MainLn8-9,True
2647,optimization,flt_2phg_shc,MainLn8-9,True
2648,optimization,flt_2phg_shc,MainLn8-9,True
2649,optimization,flt_2phg_shc,MainLn8-9,True
2650,optimization,flt_2phg_shc,MainLn8-9,True
2651,optimization,flt_2phg_shc,MainLn9-10,True
2652,evaluation,flt_2phg_shc,MainLn9-10,True
2653,optimization,flt_2phg_shc,MainLn9-10,True
2654,evaluation,flt_2phg_shc,MainLn9-10,True
2655,optimization,flt_2phg_shc,MainLn9-10,True
2656,monitoring,flt_2phg_shc,MainBus1,True
2657,optimization,flt_2phg_shc,MainBus10,True
2658,optimization,flt_2phg_shc,MainBus11,True
2659,optimization,flt_2phg_shc,MainBus12,True
2660,optimization,flt_2phg_shc,MainBus13,True
2661,optimization,flt_2phg_shc,MainBus14,True
2662,optimization,flt_2phg_shc,MainBus2,True
2663,evaluation,flt_2phg_shc,MainBus3,True
2664,optimization,flt_2phg_shc,MainBus4,True
2665,optimization,flt_2phg_shc,MainBus5,True
2666,optimization,flt_2phg_shc,MainBus6,True
2667,optimization,flt_2phg_shc,MainBus7,True
2668,optimization,flt_2phg_shc,MainBus8,True
2669,optimization,flt_2phg_shc,MainBus9,True
2670,optimization,flt_2phg_shc,MainLn1-2,True
2671,optimization,flt_2phg_shc,MainLn1-2,True
2672,monitoring,flt_2phg_shc,MainLn1-2,True
2673,monitoring,flt_2phg_shc,MainLn1-2,True
2674,monitoring,flt_2phg_shc,MainLn1-2,True
2675,optimization,flt_2phg_shc,MainLn10-11,True
2676,optimization,flt_2phg_shc,MainLn10-11,True
2677,optimization,flt_2phg_shc,MainLn10-11,True
2678,optimization,flt_2phg_shc,MainLn10-11,True
2679,optimization,flt_2phg_shc,MainLn10-11,True
2680,optimization,flt_2phg_shc,MainLn12-13,True
2681,optimization,flt_2phg_shc,MainLn12-13,True
2682,optimization,flt_2phg_shc,MainLn12-13,True
2683,evaluation,flt_2phg_shc,MainLn12-13,True
2684,optimization,flt_2phg_shc,MainLn12-13,True
2685,optimization,flt_2phg_shc,MainLn13-14,True
2686,optimization,flt_2phg_shc,MainLn13-14,True
2687,optimization,flt_2phg_shc,MainLn13-14,True
2688,optimization,flt_2phg_shc,MainLn13-14,True
2689,evaluation,flt_2phg_shc,MainLn13-14,True
2690,monitoring,flt_2phg_shc,MainLn2-3,True
2691,optimization,flt_2phg_shc,MainLn2-3,True
2692,optimization,flt_2phg_shc,MainLn2-3,True
2693,optimization,flt_2phg_shc,MainLn2-3,True
2694,optimization,flt_2phg_shc,MainLn2-3,True
2695,optimization,flt_2phg_shc,MainLn3-4,True
2696,optimization,flt_2phg_shc,MainLn3-4,True
2697,optimization,flt_2phg_shc,MainLn3-4,True
2698,optimization,flt_2phg_shc,MainLn3-4,True
2699,evaluation,flt_2phg_shc,MainLn3-4,True
2700,optimization,flt_2phg_shc,MainLn3-8,True
2701,optimization,flt_2phg_shc,MainLn3-8,True
2702,optimization,flt_2phg_shc,MainLn3-8,True
2703,optimization,flt_2phg_shc,MainLn3-8,True
2704,optimization,flt_2phg_shc,MainLn3-8,True
2705,optimization,flt_2phg_shc,MainLn4-11,True
2706,optimization,flt_2phg_shc,MainLn4-11,True
2707,optimization,flt_2phg_shc,MainLn4-11,True
2708,optimization,flt_2phg_shc,MainLn4-11,True
2709,optimization,flt_2phg_shc,MainLn4-11,True
2710,optimization,flt_2phg_shc,MainLn4-5,True
2711,optimization,flt_2phg_shc,MainLn4-5,True
2712,optimization,flt_2phg_shc,MainLn4-5,True
2713,optimization,flt_2phg_shc,MainLn4-5,True
2714,optimization,flt_2phg_shc,MainLn4-5,True
2715,evaluation,flt_2phg_shc,MainLn5-6,True
2716,optimization,flt_2phg_shc,MainLn5-6,True
2717,optimization,flt_2phg_shc,MainLn5-6,True
2718,optimization,flt_2phg_shc,MainLn5-6,True
2719,optimization,flt_2phg_shc,MainLn5-6,True
2720,optimization,flt_2phg_shc,MainLn6-7,True
2721,optimization,flt_2phg_shc,MainLn6-7,True
2722,optimization,flt_2phg_shc,MainLn6-7,True
2723,optimization,flt_2phg_shc,MainLn6-7,True
2724,monitoring,flt_2phg_shc,MainLn6-7,True
2725,optimization,flt_2phg_shc,MainLn7-8,True
2726,optimization,flt_2phg_shc,MainLn7-8,True
2727,optimization,flt_2phg_shc,MainLn7-8,True
2728,optimization,flt_2phg_shc,MainLn7-8,True
2729,optimization,flt_2phg_shc,MainLn7-8,True
2730,optimization,flt_2phg_shc,MainLn8-14,True
2731,optimization,flt_2phg_shc,MainLn8-14,True
2732,optimization,flt_2phg_shc,MainLn8-14,True
2733,optimization,flt_2phg_shc,MainLn8-14,True
2734,optimization,flt_2phg_shc,MainLn8-14,True
2735,monitoring,flt_2phg_shc,MainLn8-9,True
2736,optimization,flt_2phg_shc,MainLn8-9,True
2737,optimization,flt_2phg_shc,MainLn8-9,True
2738,optimization,flt_2phg_shc,MainLn8-9,True
2739,optimization,flt_2phg_shc,MainLn8-9,True
2740,evaluation,flt_2phg_shc,MainLn9-10,True
2741,optimization,flt_2phg_shc,MainLn9-10,True
2742,optimization,flt_2phg_shc,MainLn9-10,True
2743,optimization,flt_2phg_shc,MainLn9-10,True
2744,optimization,flt_2phg_shc,MainLn9-10,True
2745,optimization,flt_2phg_shc,MainBus1,True
2746,optimization,flt_2phg_shc,MainBus10,True
2747,optimization,flt_2phg_shc,MainBus11,True
2748,monitoring,flt_2phg_shc,MainBus12,True
2749,optimization,flt_2phg_shc,MainBus13,True
2750,optimization,flt_2phg_shc,MainBus14,True
2751,optimization,flt_2phg_shc,MainBus2,True
2752,optimization,flt_2phg_shc,MainBus3,True
2753,optimization,flt_2phg_shc,MainBus4,True
2754,optimization,flt_2phg_shc,MainBus5,True
2755,evaluation,flt_2phg_shc,MainBus6,True
2756,optimization,flt_2phg_shc,MainBus7,True
2757,optimization,flt_2phg_shc,MainBus8,True
2758,optimization,flt_2phg_shc,MainBus9,True
2759,optimization,flt_2phg_shc,MainLn1-2,True
2760,optimization,flt_2phg_shc,MainLn1-2,True
2761,monitoring,flt_2phg_shc,MainLn1-2,True
2762,optimization,flt_2phg_shc,MainLn1-2,True
2763,monitoring,flt_2phg_shc,MainLn1-2,True
2764,optimization,flt_2phg_shc,MainLn10-11,True
2765,optimization,flt_2phg_shc,MainLn10-11,True
2766,optimization,flt_2phg_shc,MainLn10-11,True
2767,optimization,flt_2phg_shc,MainLn10-11,True
2768,optimization,flt_2phg_shc,MainLn10-11,True
2769,optimization,flt_2phg_shc,MainLn12-13,True
2770,evaluation,flt_2phg_shc,MainLn12-13,True
2771,optimization,flt_2phg_shc,MainLn12-13,True
2772,optimization,flt_2phg_shc,MainLn12-13,True
2773,optimization,flt_2phg_shc,MainLn12-13,True
2774,optimization,flt_2phg_shc,MainLn13-14,True
2775,optimization,flt_2phg_shc,MainLn13-14,True
2776,optimization,flt_2phg_shc,MainLn13-14,True
2777,optimization,flt_2phg_shc,MainLn13-14,True
2778,optimization,flt_2phg_shc,MainLn13-14,True
2779,optimization,flt_2phg_shc,MainLn2-3,True
2780,optimization,flt_2phg_shc,MainLn2-3,True
2781,optimization,flt_2phg_shc,MainLn2-3,True
2782,optimization,flt_2phg_shc,MainLn2-3,True
2783,optimization,flt_2phg_shc,MainLn2-3,True
2784,optimization,flt_2phg_shc,MainLn3-4,True
2785,optimization,flt_2phg_shc,MainLn3-4,True
2786,optimization,flt_2phg_shc,MainLn3-4,True
2787,optimization,flt_2phg_shc,MainLn3-4,True
2788,optimization,flt_2phg_shc,MainLn3-4,True
2789,optimization,flt_2phg_shc,MainLn3-8,True
2790,optimization,flt_2phg_shc,MainLn3-8,True
2791,optimization,flt_2phg_shc,MainLn3-8,True
2792,optimization,flt_2phg_shc,MainLn3-8,True
2793,optimization,flt_2phg_shc,MainLn3-8,True
2794,optimization,flt_2phg_shc,MainLn4-11,True
2795,optimization,flt_2phg_shc,MainLn4-11,True
2796,optimization,flt_2phg_shc,MainLn4-11,True
2797,optimization,flt_2phg_shc,MainLn4-11,True
2798,optimization,flt_2phg_shc,MainLn4-11,True
2799,optimization,flt_2phg_shc,MainLn4-5,True
2800,optimization,flt_2phg_shc,MainLn4-5,True
2801,optimization,flt_2phg_shc,MainLn4-5,True
2802,optimization,flt_2phg_shc,MainLn4-5,True
2803,optimization,flt_2phg_shc,MainLn4-5,True
2804,optimization,flt_2phg_shc,MainLn5-6,True
2805,optimization,flt_2phg_shc,MainLn5-6,True
2806,optimization,flt_2phg_shc,MainLn5-6,True
2807,monitoring,flt_2phg_shc,MainLn5-6,True
2808,optimization,flt_2phg_shc,MainLn5-6,True
2809,optimization,flt_2phg_shc,MainLn6-7,True
2810,optimization,flt_2phg_shc,MainLn6-7,True
2811,optimization,flt_2phg_shc,MainLn6-7,True
2812,optimization,flt_2phg_shc,MainLn6-7,True
2813,optimization,flt_2phg_shc,MainLn6-7,True
2814,optimization,flt_2phg_shc,MainLn7-8,True
2815,optimization,flt_2phg_shc,MainLn7-8,True
2816,optimization,flt_2phg_shc,MainLn7-8,True
2817,optimization,flt_2phg_shc,MainLn7-8,True
2818,optimization,flt_2phg_shc,MainLn7-8,True
2819,optimization,flt_2phg_shc,MainLn8-14,True
2820,optimization,flt_2phg_shc,MainLn8-14,True
2821,optimization,flt_2phg_shc,MainLn8-14,True
2822,evaluation,flt_2phg_shc,MainLn8-14,True
2823,optimization,flt_2phg_shc,MainLn8-14,True
2824,optimization,flt_2phg_shc,MainLn8-9,True
2825,optimization,flt_2phg_shc,MainLn8-9,True
2826,optimization,flt_2phg_shc,MainLn8-9,True
2827,optimization,flt_2phg_shc,MainLn8-9,True
2828,optimization,flt_2phg_shc,MainLn8-9,True
2829,evaluation,flt_2phg_shc,MainLn9-10,True
2830,optimization,flt_2phg_shc,MainLn9-10,True
2831,optimization,flt_2phg_shc,MainLn9-10,True
2832,optimization,flt_2phg_shc,MainLn9-10,True
2833,optimization,flt_2phg_shc,MainLn9-10,True
2834,optimization,flt_2phg_shc,MainBus1,True
2835,optimization,flt_2phg_shc,MainBus10,True
2836,optimization,flt_2phg_shc,MainBus11,True
2837,optimization,flt_2phg_shc,MainBus12,True
2838,monitoring,flt_2phg_shc,MainBus13,True
2839,optimization,flt_2phg_shc,MainBus14,True
2840,optimization,flt_2phg_shc,MainBus2,True
2841,optimization,flt_2phg_shc,MainBus3,True
2842,optimization,flt_2phg_shc,MainBus4,True
2843,optimization,flt_2phg_shc,MainBus5,True
2844,optimization,flt_2phg_shc,MainBus6,True
2845,optimization,flt_2phg_shc,MainBus7,True
2846,monitoring,flt_2phg_shc,MainBus8,True
2847,optimization,flt_2phg_shc,MainBus9,True
2848,optimization,flt_2phg_shc,MainLn1-2,True
2849,optimization,flt_2phg_shc,MainLn1-2,True
2850,optimization,flt_2phg_shc,MainLn1-2,True
2851,optimization,flt_2phg_shc,MainLn1-2,True
2852,optimization,flt_2phg_shc,MainLn1-2,True
2853,optimization,flt_2phg_shc,MainLn10-11,True
2854,optimization,flt_2phg_shc,MainLn10-11,True
2855,evaluation,flt_2phg_shc,MainLn10-11,True
2856,optimization,flt_2phg_shc,MainLn10-11,True
2857,optimization,flt_2phg_shc,MainLn10-11,True
2858,optimization,flt_2phg_shc,MainLn12-13,True
2859,optimization,flt_2phg_shc,MainLn12-13,True
2860,optimization,flt_2phg_shc,MainLn12-13,True
